#,Name,Catch Rate,HP,Male,Female,Egg Group,Held Item,Location
1,Bulbasaur,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Kanto | Route 5 | Rare | Lvl.10
Super Rod | Hoenn | Route 128 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 129 | Common | Lvl.15-30
Super Rod | Hoenn | Route 129 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 130 | Common | Lvl.15-30
Super Rod | Hoenn | Route 130 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 131 | Common | Lvl.15-30
Super Rod | Hoenn | Route 131 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 132 | Common | Lvl.15-30
Super Rod | Hoenn | Route 132 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 133 | Common | Lvl.15-30
Super Rod | Hoenn | Route 133 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 134 | Common | Lvl.15-30
Super Rod | Hoenn | Route 134 | Very Common | Lvl.30-40
Good Rod | Hoenn | Seafloor Cavern | Common | Lvl.15-30
Super Rod | Hoenn | Seafloor Cavern | Very Common | Lvl.30-40
Good Rod | Hoenn | Sealed Chamber | Common | Lvl.15-30
Super Rod | Hoenn | Sealed Chamber | Very Common | Lvl.30-40
Good Rod | Hoenn | Shoal Cave | Common | Lvl.15-30
Super Rod | Hoenn | Shoal Cave | Very Common | Lvl.30-40
Good Rod | Hoenn | Slateport City | Common | Lvl.15-30
Super Rod | Hoenn | Slateport City | Very Common | Lvl.30-40
Super Rod | Sinnoh | Route 223 | Very Common | Lvl.30-40
Super Rod | Sinnoh | Route 230 | Very Common | Lvl.30-40"
321,Wailord,60,170,50%,50%,"Field, Water B",None,"Water | Hoenn | Route 129 | Rare | Lvl.40
Super Rod | Sinnoh | Route 223 | Rare | Lvl.40-55
Super Rod | Sinnoh | Route 230 | Rare | Lvl.40-55"
322,Numel,255,60,50%,50%,Field,Rawst Berry,"Cave | Hoenn | Fiery Path | Very Common | Lvl.15-16
Grass | Hoenn | Jagged Pass | Very Common | Lvl.20-22
Grass | Hoenn | Route 112 | Very Common | Lvl.14-16
Grass | Sinnoh | Route 227 | Rare | Lvl.51
Grass | Sinnoh | Stark Mountain | Rare | Lvl.51"
323,Camerupt,150,70,50%,50%,Field,Rawst Berry,"Grass | Sinnoh | Route 227 | Common | Lvl.53
Grass | Sinnoh | Stark Mountain | Uncommon | Lvl.53-55
Cave | Sinnoh | Stark Mountain | Rare | Lvl.56-58"
324,Torkoal,90,70,50%,50%,Field,"Charcoal, Heat Rock","Cave | Hoenn | Fiery Path | Uncommon | Lvl.15-16
Cave | Hoenn | Magma Hideout | Very Common | Lvl.28-30"
325,Spoink,255,60,50%,50%,Field,"Persim Berry, Tanga Berry",Grass | Hoenn | Jagged Pass | Common | Lvl.20-22
327,Spinda,255,60,50%,50%,"Field, Humanoid",Chesto Berry,"Cave | Kanto | Altering Cave | Very Rare | Lvl.19-29
Cave | Hoenn | Altering Cave | Very Rare | Lvl.19-29
Grass | Hoenn | Route 113 | Very Common | Lvl.15-18"
328,Trapinch,255,45,50%,50%,"Bug, Dragon",Soft Sand,"Cave | Hoenn | Mirage Tower | Common | Lvl.20-22
Grass | Hoenn | Route 111 | Common | Lvl.20-22"
331,Cacnea,190,50,50%,50%,"Plant, Humanoid","Sticky Barb, Poison Barb","Cave | Hoenn | Mirage Tower | Very Common | Lvl.21-23
Grass | Hoenn | Route 111 | Very Common | Lvl.21-23
Grass | Sinnoh | Route 228 | Rare | Lvl.50"
332,Cacturne,60,70,50%,50%,"Plant, Humanoid","Sticky Barb, Poison Barb",Grass | Sinnoh | Route 228 | Very Common | Lvl.50-52
333,Swablu,255,45,50%,50%,"Flying, Dragon",None,"Grass | Hoenn | Route 114 | Very Common | Lvl.16-19
Grass | Hoenn | Route 115 | Very Common | Lvl.23-25
Grass | Sinnoh | Route 210 | Rare | Lvl.27"
334,Altaria,45,75,50%,50%,"Flying, Dragon",None,"Cave | Hoenn | Sky Pillar | Rare | Lvl.37-39
Grass | Unova | Route 14 | Uncommon | Lvl.49
Dark Grass | Unova | Route 14 | Uncommon | Lvl.54"
335,Zangoose,90,73,50%,50%,Field,"Quick Claw, Razor Claw","Grass | Hoenn | Route 114 | Uncommon | Lvl.17-19
Grass | Unova | Route 11 | Uncommon | Lvl.48
Dark Grass | Unova | Route 11 | Uncommon | Lvl.53
Grass | Unova | Village Bridge | Uncommon | Lvl.48-50
Dark Grass | Unova | Village Bridge | Uncommon | Lvl.53-55"
336,Seviper,90,73,50%,50%,"Field, Dragon","Shed Shell, Razor Fang, Persim Berry","Grass | Hoenn | Route 114 | Common | Lvl.17-19
Grass | Unova | Route 11 | Uncommon | Lvl.48
Dark Grass | Unova | Route 11 | Uncommon | Lvl.53
Grass | Unova | Village Bridge | Uncommon | Lvl.48-50
Dark Grass | Unova | Village Bridge | Uncommon | Lvl.53-55"
337,Lunatone,45,90,unknown,unknown,Genderless,"Moon Stone, Stardust, Comet Shard","Cave | Hoenn | Meteor Falls | Very Common | Lvl.16-45
Water | Hoenn | Meteor Falls | Common | Lvl.20-40
Cave | Unova | Giant Chasm | Uncommon | Lvl.50
Grass | Unova | Giant Chasm | Uncommon | Lvl.48-55
Dark Grass | Unova | Giant Chasm | Uncommon | Lvl.53-60
Grass | Unova | Route 13 | Uncommon | Lvl.48
Dark Grass | Unova | Route 13 | Uncommon | Lvl.53"
338,Solrock,45,90,unknown,unknown,Genderless,"Sun Stone, Stardust, Comet Shard","Cave | Hoenn | Meteor Falls | Very Common | Lvl.16-45
Water | Hoenn | Meteor Falls | Common | Lvl.20-40
Cave | Unova | Giant Chasm | Uncommon | Lvl.50
Grass | Unova | Giant Chasm | Uncommon | Lvl.48-55
Dark Grass | Unova | Giant Chasm | Uncommon | Lvl.53-60
Grass | Unova | Route 13 | Uncommon | Lvl.48
Dark Grass | Unova | Route 13 | Uncommon | Lvl.53"
339,Barboach,190,50,50%,50%,Water B,None,"Good Rod | Hoenn | Meteor Falls | Common | Lvl.15-30
Super Rod | Hoenn | Meteor Falls | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 111 | Common | Lvl.15-30
Super Rod | Hoenn | Route 111 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 114 | Common | Lvl.15-30
Super Rod | Hoenn | Route 114 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 120 | Common | Lvl.15-30
Super Rod | Hoenn | Route 120 | Very Common | Lvl.30-40
Good Rod | Hoenn | Scorched Slab | Common | Lvl.15-30
Super Rod | Hoenn | Scorched Slab | Very Common | Lvl.30-40
Good Rod | Hoenn | Victory Road | Common | Lvl.15-30
Super Rod | Hoenn | Victory Road | Very Common | Lvl.30-40
Super Rod | Unova | Icirrus City | Very Common | Lvl.35-55
Super Rod | Unova | Moor Of Icirrus | Very Common | Lvl.35-55
Super Rod | Unova | Route 8 | Very Common | Lvl.35-55
Good Rod | Sinnoh | Celestic Town | Very Common | Lvl.10-25
Good Rod | Sinnoh | Eterna City | Very Common | Lvl.10-25
Good Rod | Sinnoh | Great Marsh | Rare | Lvl.10-25
Good Rod | Sinnoh | Mt. Coronet | Very Common | Lvl.10-25
Good Rod | Sinnoh | Oreburgh Gate | Very Common | Lvl.10-25
Good Rod | Sinnoh | Ravaged Path | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 205 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 208 | Common | Lvl.10-25
Good Rod | Sinnoh | Route 210 | Very Common | Lvl.15-25
Good Rod | Sinnoh | Route 212 | Common | Lvl.10-25
Good Rod | Sinnoh | Route 225 | Common | Lvl.10-25
Good Rod | Sinnoh | Route 227 | Very Common | Lvl.10-25
Good Rod | Sinnoh | Route 228 | Very Common | Lvl.10-25"
340,Whiscash,75,110,50%,50%,Water B,None,"Super Rod | Hoenn | Meteor Falls | Rare | Lvl.30-40
Super Rod | Hoenn | Victory Road | Common | Lvl.30-40
Super Rod | Sinnoh | Celestic Town | Rare | Lvl.40-55
Super Rod | Sinnoh | Eterna City | Very Common | Lvl.30-55
Super Rod | Sinnoh | Great Marsh | Very Rare | Lvl.30-50
Super Rod | Sinnoh | Mt. Coronet | Very Common | Lvl.30-55
Super Rod | Sinnoh | Oreburgh Gate | Very Common | Lvl.30-55
Super Rod | Sinnoh | Ravaged Path | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 205 | Very Common | Lvl.30-50
Super Rod | Sinnoh | Route 208 | Common | Lvl.30-50
Good Rod | Sinnoh | Route 210 | Rare | Lvl.30-35
Super Rod | Sinnoh | Route 210 | Very Common | Lvl.30-55
Super Rod | Sinnoh | Route 212 | Common | Lvl.30-50
Super Rod | Sinnoh | Route 225 | Common | Lvl.30-55
Super Rod | Sinnoh | Route 227 | Very Common | Lvl.30-50
Good Rod | Sinnoh | Route 228 | Rare | Lvl.30-35
Super Rod | Sinnoh | Route 228 | Very Common | Lvl.30-55"
341,Corphish,205,43,50%,50%,"Water A, Water C",None,"Good Rod | Hoenn | Petalburg City | Common | Lvl.15-30
Super Rod | Hoenn | Petalburg City | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 102 | Common | Lvl.15-30
Super Rod | Hoenn | Route 102 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 117 | Common | Lvl.15-30
Super Rod | Hoenn | Route 117 | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 123 | Common | Lvl.15-30
Super Rod | Hoenn | Route 123 | Very Common | Lvl.30-40
Super Rod | Sinnoh | Celestic Town | Very Common | Lvl.30-40"
342,Crawdaunt,155,63,50%,50%,"Water A, Water C",None,"Super Rod | Hoenn | Route 123 | Rare | Lvl.30-40
Super Rod | Sinnoh | Celestic Town | Uncommon | Lvl.40-55"
343,Baltoy,255,40,unknown,unknown,Genderless,Light Clay,"Cave | Hoenn | Mirage Tower | Common | Lvl.21-23
Grass | Hoenn | Route 111 | Common | Lvl.21-23"
344,Claydol,90,60,unknown,unknown,Genderless,Light Clay,"Cave | Hoenn | Sky Pillar | Common | Lvl.37-39
Cave | Unova | Relic Castle | Uncommon | Lvl.47-50"
351,Castform,45,70,50%,50%,"Fairy, Chaos",Mystic Water,Grass | Hoenn | Safari Zone | Uncommon | Lvl.28-30
352,Kecleon,200,60,50%,50%,Field,None,"Grass | Hoenn | Route 118 | Rare | Lvl.25
Grass | Hoenn | Route 119 | Rare | Lvl.25
Grass | Hoenn | Route 120 | Rare | Lvl.27
Grass | Hoenn | Route 121 | Rare | Lvl.30
Grass | Hoenn | Route 123 | Rare | Lvl.31"
353,Shuppet,225,44,50%,50%,Chaos,Spell Tag,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-28
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-28
Inside | Hoenn | Mt. Pyre | Very Common | Lvl.28-31
Grass | Hoenn | Mt. Pyre | Common | Lvl.28-31
Grass | Hoenn | Route 121 | Uncommon | Lvl.27-29
Grass | Hoenn | Route 123 | Common | Lvl.28-30"
354,Banette,45,64,50%,50%,Chaos,Spell Tag,"Cave | Hoenn | Sky Pillar | Uncommon | Lvl.37-38
Grass | Sinnoh | Route 225 (Night) | Common | Lvl.50-52
Grass | Sinnoh | Route 226 (Night) | Common | Lvl.51-53
Grass | Sinnoh | Route 227 (Night) | Uncommon | Lvl.53-54
Grass | Sinnoh | Stark Mountain (Night) | Uncommon | Lvl.54"
355,Duskull,190,20,50%,50%,Chaos,"Reaper Cloth, Spell Tag, Kasib Berry","Cave | Kanto | Altering Cave | Very Rare | Lvl.12-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.12-20
Inside | Hoenn | Mt. Pyre | Very Common | Lvl.28-31
Grass | Hoenn | Mt. Pyre | Uncommon | Lvl.28-31
Grass | Hoenn | Route 121 | Rare | Lvl.27-29
Grass | Hoenn | Route 123 | Uncommon | Lvl.28-30
Cave | Sinnoh | Route 209 (Night) | Uncommon | Lvl.17-21
Grass | Sinnoh | Route 209 (Night) | Rare | Lvl.18-19
Inside | Sinnoh | Turnback Cave | Rare | Lvl.44-64"
356,Dusclops,90,40,50%,50%,Chaos,"Reaper Cloth, Spell Tag, Kasib Berry","Cave | Hoenn | Sky Pillar | Uncommon | Lvl.37-38
Grass | Sinnoh | Sendoff Spring | Uncommon | Lvl.39-40
Inside | Sinnoh | Turnback Cave | Uncommon | Lvl.45-66"
357,Tropius,200,99,50%,50%,"Monster, Plant",None,"Grass | Hoenn | Route 119 | Uncommon | Lvl.25-27
Grass | Hoenn | Route 120 | Uncommon | Lvl.27
Grass | Unova | Route 14 | Uncommon | Lvl.48-50
Dark Grass | Unova | Route 14 | Uncommon | Lvl.53-55
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.28-30"
358,Chimecho,45,75,50%,50%,Chaos,"Cleanse Tag, Soothe Bell, Colbur Berry","Grass | Hoenn | Mt. Pyre | Very Rare | Lvl.30
Grass | Unova | Abundant Shrine | Rare | Lvl.47-49
Dark Grass | Unova | Abundant Shrine | Rare | Lvl.52-54
Grass | Sinnoh | Lake Acuity | Rare | Lvl.38-40
Grass | Sinnoh | Lake Valor | Rare | Lvl.39-41
Cave | Sinnoh | Mt. Coronet | Rare | Lvl.13-42
Grass | Sinnoh | Mt. Coronet | Rare | Lvl.37-40
Grass | Sinnoh | Route 211 | Rare | Lvl.13-30
Grass | Sinnoh | Sendoff Spring | Rare | Lvl.37-39
Inside | Sinnoh | Turnback Cave | Rare | Lvl.44-66"
359,Absol,30,65,50%,50%,Field,Life Orb,"Cave | Kanto | Altering Cave | Very Rare | Lvl.18-25
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-25
Grass | Hoenn | Route 120 | Rare | Lvl.27
Grass | Unova | Giant Chasm | Rare | Lvl.48-50
Dark Grass | Unova | Giant Chasm | Rare | Lvl.53-55
Grass | Unova | Route 13 | Rare | Lvl.48-50
Dark Grass | Unova | Route 13 | Rare | Lvl.53-55
Grass | Sinnoh | Mt. Coronet | Rare | Lvl.38-40"
361,Snorunt,190,50,50%,50%,"Fairy, Mineral","Dawn Stone, Babiri Berry","Cave | Hoenn | Shoal Cave | Rare | Lvl.31-34
Grass | Sinnoh | Acuity Lakefront (Night) | Uncommon | Lvl.32-33
Grass | Sinnoh | Lake Acuity (Night) | Uncommon | Lvl.39-40
Grass | Sinnoh | Route 216 (Night) | Uncommon | Lvl.33
Grass | Sinnoh | Route 217 (Night) | Uncommon | Lvl.32-33"
363,Spheal,255,70,50%,50%,"Water A, Field",None,"Cave | Hoenn | Shoal Cave | Common | Lvl.31
Water | Hoenn | Shoal Cave | Uncommon | Lvl.30-35
Water | Sinnoh | Route 226 | Common | Lvl.35-45
Water | Sinnoh | Route 230 | Uncommon | Lvl.35-45"
364,Sealeo,120,90,50%,50%,"Water A, Field",None,"Cave | Hoenn | Shoal Cave | Very Common | Lvl.32-34
Water | Sinnoh | Route 226 | Uncommon | Lvl.40-55
Water | Sinnoh | Route 230 | Very Common | Lvl.40-55"
366,Clamperl,255,35,50%,50%,Water A,"Blue Shard, Pearl, Big Pearl","Water | Hoenn | Underwater | Very Common | Lvl.30-35
Super Rod | Unova | Route 4 | Very Common | Lvl.35-55
Super Rod | Sinnoh | Route 219 | Uncommon | Lvl.20-30
Super Rod | Sinnoh | Route 221 | Uncommon | Lvl.20-30"
369,Relicanth,25,100,87.50%,12.50%,"Water A, Water B","Green Shard, Deep Sea Scale","Water | Hoenn | Underwater | Rare | Lvl.30-35
Super Rod | Sinnoh | Route 226 | Uncommon | Lvl.40-50"
370,Luvdisc,225,43,25%,75%,Water B,Heart Scale,"Good Rod | Kanto | Route 19 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 19 | Very Common | Lvl.25-40
Good Rod | Hoenn | Ever Grande City | Common | Lvl.15-30
Super Rod | Hoenn | Ever Grande City | Very Common | Lvl.30-40
Good Rod | Hoenn | Route 128 | Common | Lvl.15-30
Super Rod | Hoenn | Route 128 | Very Common | Lvl.30-40
Super Rod | Unova | Driftveil City | Uncommon | Lvl.35-55
Super Rod | Unova | Route 4 | Uncommon | Lvl.35-55
Super Rod | Unova | Route 13 | Very Common | Lvl.35-55
Super Rod | Unova | Undella Bay | Very Common | Lvl.35-55
Super Rod | Unova | Undella Town | Very Common | Lvl.35-55
Super Rod | Sinnoh | Pokémon League | Very Common | Lvl.40-55
Super Rod | Sinnoh | Route 224 | Very Common | Lvl.40-55"
371,Bagon,45,45,50%,50%,Dragon,"Dragon Scale, Dragon Fang","Cave | Kanto | Altering Cave | Very Rare | Lvl.18-20
Cave | Hoenn | Altering Cave | Very Rare | Lvl.18-20
Cave | Hoenn | Meteor Falls (The room at the end where TM - Dragon Claw is located) | Uncommon | Lvl.37-40"
374,Beldum,3,40,unknown,unknown,Genderless,Metal Coat,Cave | Hoenn | Meteor Falls (Steven's Room) | Rare | Lvl.37-45
375,Metang,3,60,unknown,unknown,Genderless,Metal Coat,"Grass | Unova | Giant Chasm | Very Rare | Lvl.53-55
Dark Grass | Unova | Giant Chasm | Very Rare | Lvl.59-60"
387,Turtwig,45,55,87.50%,12.50%,"Monster, Plant",None,Grass | Sinnoh | Route 212 | Rare | Lvl.24
390,Chimchar,45,44,87.50%,12.50%,"Field, Humanoid",None,Grass | Sinnoh | Route 221 | Rare | Lvl.28
393,Piplup,45,53,87.50%,12.50%,"Water A, Field",None,Water | Sinnoh | Sendoff Spring | Rare | Lvl.35
396,Starly,255,40,50%,50%,Flying,Yache Berry,"Inside | Sinnoh | Great Marsh (Morning/Day) | Very Rare | Lvl.27-29
Grass | Sinnoh | Lake Verity | Very Common | Lvl.2-4
Grass | Sinnoh | Route 201 | Very Common | Lvl.2-3
Grass | Sinnoh | Route 202 | Common | Lvl.2-4
Grass | Sinnoh | Route 203 | Very Common | Lvl.4-7
Grass | Sinnoh | Route 204 | Common | Lvl.4-11
Grass | Sinnoh | Route 209 | Common | Lvl.17-18
Grass | Sinnoh | Route 212 | Rare | Lvl.21-22"
397,Staravia,120,55,50%,50%,Flying,Yache Berry,"Grass | Sinnoh | Lake Valor | Common | Lvl.38-40
Grass | Sinnoh | Route 209 | Uncommon | Lvl.18-19
Grass | Sinnoh | Route 210 | Uncommon | Lvl.19
Grass | Sinnoh | Route 212 | Rare | Lvl.21-23
Grass | Sinnoh | Route 215 | Common | Lvl.19-22
Grass | Sinnoh | Sendoff Spring | Common | Lvl.38-40
Grass | Sinnoh | Trophy Garden | Common | Lvl.22-24
Grass | Sinnoh | Valor Lakefront | Common | Lvl.25-27"
399,Bidoof,255,59,50%,50%,"Water A, Field",None,"Grass | Sinnoh | Eterna Forest | Uncommon | Lvl.12
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.27-29
Grass | Sinnoh | Lake Verity | Very Common | Lvl.2-4
Grass | Sinnoh | Route 201 | Very Common | Lvl.2-4
Grass | Sinnoh | Route 202 | Very Common | Lvl.2-4
Grass | Sinnoh | Route 203 | Common | Lvl.4-7
Grass | Sinnoh | Route 204 | Common | Lvl.4-11
Grass | Sinnoh | Route 205 | Common | Lvl.9-14
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18-19
Grass | Sinnoh | Route 211 | Common | Lvl.14
Grass | Sinnoh | Valley Windworks | Uncommon | Lvl.9-10"
400,Bibarel,127,79,50%,50%,"Water A, Field",Oran Berry,"Grass | Unova | Village Bridge | Common | Lvl.47-49
Dark Grass | Unova | Village Bridge | Common | Lvl.52-54
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.28-30
Grass | Sinnoh | Lake Acuity | Common | Lvl.39-40
Grass | Sinnoh | Lake Valor | Very Common | Lvl.39-41
Grass | Sinnoh | Route 208 | Rare | Lvl.18-20
Grass | Sinnoh | Route 209 | Common | Lvl.19-20
Grass | Sinnoh | Route 210 | Uncommon | Lvl.28
Grass | Sinnoh | Route 212 | Uncommon | Lvl.24-25
Grass | Sinnoh | Sendoff Spring | Common | Lvl.37-38
Grass | Sinnoh | Valor Lakefront | Common | Lvl.25-27"
401,Kricketot,255,37,50%,50%,Bug,Metronome,"Grass | Sinnoh | Eterna Forest (Morning/Night) | Rare | Lvl.10
Grass | Sinnoh | Route 201 (Morning/Night) | Uncommon | Lvl.3
Grass | Sinnoh | Route 202 (Morning/Night) | Uncommon | Lvl.3-4
Grass | Sinnoh | Route 203 (Morning/Night) | Uncommon | Lvl.4-5
Grass | Sinnoh | Route 204 (Morning/Night) | Uncommon | Lvl.3-9
Grass | Sinnoh | Route 205 (Morning/Night) | Uncommon | Lvl.12-13
Grass | Sinnoh | Route 206 (Morning/Night) | Uncommon | Lvl.16-17
Grass | Sinnoh | Route 207 (Morning/Night) | Uncommon | Lvl.5-6"
402,Kricketune,45,77,50%,50%,Bug,Metronome,"Dark Grass | Unova | Dreamyard (Morning/Night) | Uncommon | Lvl.47-50
Grass | Sinnoh | Route 206 (Morning/Night) | Rare | Lvl.17-18
Grass | Sinnoh | Route 210 | Uncommon | Lvl.19-21
Grass | Sinnoh | Route 212 | Uncommon | Lvl.22-25
Grass | Sinnoh | Route 214 | Uncommon | Lvl.23-24
Grass | Sinnoh | Route 215 | Uncommon | Lvl.20-22
Grass | Sinnoh | Trophy Garden | Common | Lvl.22-23
Grass | Sinnoh | Valor Lakefront | Uncommon | Lvl.27"
403,Shinx,235,45,50%,50%,Field,None,"Grass | Sinnoh | Fuego Ironworks | Uncommon | Lvl.28
Grass | Sinnoh | Route 202 | Very Common | Lvl.3-4
Grass | Sinnoh | Route 203 | Common | Lvl.4-5
Grass | Sinnoh | Route 204 | Uncommon | Lvl.4-10
Grass | Sinnoh | Valley Windworks | Uncommon | Lvl.10"
404,Luxio,120,60,50%,50%,Field,None,"Grass | Sinnoh | Fuego Ironworks | Rare | Lvl.29
Grass | Sinnoh | Route 222 | Uncommon | Lvl.38-40"
406,Budew,255,40,50%,50%,Cannot Bread,"Poison Barb, Shiny Stone","Grass | Sinnoh | Eterna Forest | Common | Lvl.10-12
Inside | Sinnoh | Great Marsh (Morning/Day) | Very Rare | Lvl.27-29
Grass | Sinnoh | Route 204 | Common | Lvl.3-10
Grass | Sinnoh | Route 205 | Uncommon | Lvl.12-14
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18-19
Grass | Sinnoh | Route 212 | Rare | Lvl.21-22"
415,Combee,120,30,87.50%,12.50%,Bug,Honey,"Grass | Unova | Route 12 | Uncommon | Lvl.47
Dark Grass | Unova | Route 12 | Uncommon | Lvl.52"
417,Pachirisu,200,60,50%,50%,"Field, Fairy",None,"Grass | Sinnoh | Fuego Ironworks | Rare | Lvl.29
Grass | Sinnoh | Route 205 | Uncommon | Lvl.9-14
Grass | Sinnoh | Valley Windworks | Uncommon | Lvl.9-11"
418,Buizel,190,55,50%,50%,"Water A, Field",Wacan Berry,"Water | Unova | Route 11 | Very Common | Lvl.35-55
Water | Unova | Route 14 | Very Common | Lvl.35-55
Grass | Sinnoh | Route 205 | Uncommon | Lvl.10-14
Grass | Sinnoh | Route 212 | Uncommon | Lvl.23-25
Grass | Sinnoh | Route 213 | Very Common | Lvl.23-25
Grass | Sinnoh | Route 224 | Rare | Lvl.49
Grass | Sinnoh | Valley Windworks | Common | Lvl.9-11"
419,Floatzel,75,85,50%,50%,"Water A, Field",Wacan Berry,"Grass | Sinnoh | Fuego Ironworks | Common | Lvl.29-31
Grass | Sinnoh | Route 213 | Uncommon | Lvl.26
Grass | Sinnoh | Route 218 | Very Common | Lvl.29-31
Grass | Sinnoh | Route 221 | Common | Lvl.28-31
Grass | Sinnoh | Route 222 | Common | Lvl.38-42
Grass | Sinnoh | Route 224 | Common | Lvl.53-54
Grass | Sinnoh | Route 230 | Common | Lvl.50-52
Cave | Sinnoh | Victory Road | Uncommon | Lvl.42-51
Water | Sinnoh | Victory Road | Very Common | Lvl.30-55"
422,Shellos,190,76,50%,50%,"Water A, Chaos",None,"Water | Sinnoh | Canalave City | Uncommon | Lvl.20-30
Grass | Sinnoh | Fuego Ironworks | Uncommon | Lvl.28
Water | Sinnoh | Fuego Ironworks | Common | Lvl.20-30
Water | Sinnoh | Pastoria City | Uncommon | Lvl.20-30
Grass | Sinnoh | Route 205 | Common | Lvl.9-14
Water | Sinnoh | Route 205 | Uncommon | Lvl.20-30
Grass | Sinnoh | Route 212 | Common | Lvl.23-26
Water | Sinnoh | Route 212 | Common | Lvl.20-30
Grass | Sinnoh | Route 213 | Very Common | Lvl.24-26
Water | Sinnoh | Route 213 | Uncommon | Lvl.20-30
Grass | Sinnoh | Route 218 | Uncommon | Lvl.28
Water | Sinnoh | Route 218 | Common | Lvl.20-30
Grass | Sinnoh | Route 221 | Uncommon | Lvl.28
Grass | Sinnoh | Route 224 | Rare | Lvl.49
Grass | Sinnoh | Valley Windworks | Very Common | Lvl.9-12
Water | Sinnoh | Valley Windworks | Very Common | Lvl.20-30"
423,Gastrodon,75,111,50%,50%,"Water A, Chaos",None,"Water | Sinnoh | Canalave City | Rare | Lvl.30-40
Grass | Sinnoh | Fuego Ironworks | Uncommon | Lvl.30-31
Water | Sinnoh | Fuego Ironworks | Rare | Lvl.30-40
Water | Sinnoh | Pastoria City | Rare | Lvl.30-40
Water | Sinnoh | Route 205 | Very Rare | Lvl.30-40
Water | Sinnoh | Route 212 | Uncommon | Lvl.30-40
Water | Sinnoh | Route 213 | Rare | Lvl.30-40
Grass | Sinnoh | Route 218 | Uncommon | Lvl.30
Water | Sinnoh | Route 218 | Rare | Lvl.30-40
Grass | Sinnoh | Route 221 | Uncommon | Lvl.30
Grass | Sinnoh | Route 222 | Uncommon | Lvl.40-42
Grass | Sinnoh | Route 224 | Common | Lvl.52-53
Water | Sinnoh | Route 224 | Common | Lvl.35-55
Grass | Sinnoh | Route 230 | Rare | Lvl.51
Water | Sinnoh | Valley Windworks | Rare | Lvl.30-40"
425,Drifloon,125,90,50%,50%,Chaos,None,Grass | Sinnoh | Valley Windworks | Uncommon | Lvl.10
426,Drifblim,60,150,50%,50%,Chaos,Air Balloon,"Grass | Unova | Giant Chasm | Uncommon | Lvl.49
Dark Grass | Unova | Giant Chasm | Uncommon | Lvl.54
Grass | Unova | Route 13 | Uncommon | Lvl.49
Dark Grass | Unova | Route 13 | Uncommon | Lvl.54
Grass | Unova | Route 14 | Uncommon | Lvl.49
Dark Grass | Unova | Route 14 | Uncommon | Lvl.54"
427,Buneary,190,55,50%,50%,"Field, Humanoid","Pecha Berry, Chople Berry",Grass | Sinnoh | Eterna Forest | Common | Lvl.11-13
431,Glameow,190,49,25%,75%,Field,Cheri Berry,"Grass | Sinnoh | Route 218 | Uncommon | Lvl.29-30
Grass | Sinnoh | Route 222 | Uncommon | Lvl.40"
432,Purugly,75,71,25%,75%,Field,Cheri Berry,"Grass | Sinnoh | Route 222 | Rare | Lvl.41-42
Grass | Sinnoh | Route 229 | Uncommon | Lvl.50"
434,Stunky,225,63,50%,50%,Field,Pecha Berry,"Grass | Sinnoh | Route 206 | Uncommon | Lvl.16-18
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18
Grass | Sinnoh | Route 214 | Uncommon | Lvl.23-24
Grass | Sinnoh | Route 221 | Uncommon | Lvl.28"
435,Skuntank,60,103,50%,50%,Field,Pecha Berry,"Grass | Sinnoh | Route 221 | Rare | Lvl.34
Grass | Sinnoh | Route 225 | Uncommon | Lvl.51"
436,Bronzor,255,57,unknown,unknown,Genderless,Metal Coat,"Cave | Sinnoh | Mt. Coronet | Rare | Lvl.14-36
Grass | Sinnoh | Route 206 | Uncommon | Lvl.16-18
Grass | Sinnoh | Route 211 | Uncommon | Lvl.14-29
Inside | Sinnoh | Turnback Cave | Rare | Lvl.44-64
Cave | Sinnoh | Wayward Cave | Very Common | Lvl.18-20"
